"","ResponseId","involve","org","org_type","tasks","location","concernShort","concernLong","top_sector","collabActivities","barriers","forum_art","forum_baycan","forum_crc","forum_da","forum_sfep","forum_ccccl","forum_ccse","forum_sccc","forum_rpp","forum_sr","forum_sjrcc","forum_sbrr","forum_yccac","forum_ycrrc","forum_ryc","forum_other","forumProgress_art","forumProgress_baycan","forumProgress_crc","forumProgress_da","forumProgress_sfep","forumProgress_ccccl","forumProgress_ccse","forumProgress_sccc","forumProgress_rpp","forumProgress_sr","forumProgress_sjrcc","forumProgress_sbrr","forumProgress_yccac","forumProgress_ycrrc","forumProgress_ryc","forumProgress_other","collaboratorsFed","collaboratorsState","collaboratorsLocalRegional","collaboratorsNGO","missing_collaborators"
"170","R_5z2IPPGeydDgiit","A major aspect of my work for more than 5 years","east bay regional park district","Environmental Special District (e.g. Park district, open space district)","Outreach or communication","Region 3","Very concerned","Very concerned","Ecosystem health; Water supply reliability; Recreational access","Sharing information with other organizations; Training personnel from other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Sharing personnel with other organizations; Organizing public meetings jointly with other organizations","Lack of agreement about the future extent of climate impacts; Competing visions for adaptation pathways; Unequal capacity of partners to participate in collaborative planning","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Park Service","Delta Protection Commission; California Department Of Water Resources; California Department Of Fish And Wildlife","California State Parks; Delta Conservancy; Metropolitan Water District Of Southern California; Contra Costa Water District","Water Education Foundation; River Partners; University Of California Davis",NA
"171","R_60yZbjEuaT3DTS9","A part of my work, with occasional involvement","san francisco estuary partnership","Multi-stakeholder group","Scientific research; Project or program management",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","R_61RG9X5NISfejFn","A major aspect of my work for more than 5 years","sherman island citizens public safety","No-profit organization/Non-governmental organization/Community-based organization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","R_61mVv46FE9g3wp7","A major aspect of my work for 1-5 years","friends of the river","No-profit organization/Non-governmental organization/Community-based organization","Executive management 
(i.e. top management); Policy advising/analysis; Project or program management; Advocacy; Outreach or communication; Community leadership",NA,"Very concerned","Very concerned","Ecosystem health; Environmental justice 
communities; Public health","Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Engaging in joint planning with other organizations; Sharing personnel with other organizations; Preparing grant/funding proposals jointly with other organizations; Joining or supporting litigation or other judicial processes","Lack of political leadership; Limited capacity to acquire funding; Insufficient financial resources","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Winnemem Wintu Tribe; Shingle Springs Band Of Miwok Indians; Cachil Dehe Band Of Wintun Indians Of The Colusa Rancheria; Sierra Club: California; California Sportfishing Protection Alliance; Restore The Delta; Bay Keeper; Defenders Of Wildlife","Natural Resources Defense Council; Earth Justice; California Coastkeeper Alliance"
"174","R_62L1oEGfCxtgWSw","A part of my work, with occasional involvement","contra costa mosquito and vector control district","Service Special District",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","R_62zgGc2ceUp7Q0V","A part of my work, with occasional involvement","university of california davis","Education/Consulting/Research","Policy advising/analysis; Technical advising/analysis; Scientific research","Isleton and the Legacy Communities","Moderately concerned","Very concerned","Economic growth; Agricultural industry; Flood management","Outreach activities regarding new adaptation-related projects jointly with other organizations","Lack of political leadership; Limited capacity for community engagement; Insufficient technical expertise","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No",NA,NA,"Somewhat agree",NA,"Somewhat agree","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California Department Of Insurance; California Department Of Water Resources; Delta Stewardship Council; Delta Protection Commission","City Of Isleton; Delta Region Geologic Hazard Abatement District; City Of Isleton","Engeo Incorporated; Epic Insurance Brokers And Consultants; University Of California Davis","The Reclamation Districts in the Delta"
"176","R_64OW0YKySffaOqS","A part of my work, with occasional involvement","caltrans","State government","Technical advising/analysis; Planning and design","Region 3; Region 4","Very concerned","Very concerned","Transportation infrastructure; Flood management; Water supply reliability","Sharing information with other organizations; Engaging in joint planning with other organizations; Preparing grant/funding proposals jointly with other organizations","Lack of agreement about the future extent of climate impacts; Limited capacity to acquire funding","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caltrans","San Joaquin Council Of Governments",NA,NA
"177","R_677KxCPHBIGGXmh","A part of my work, with occasional involvement","individual_103",NA,"Planning and design","Region 1","Very concerned","Very concerned","Agricultural industry; Flood management; Water supply reliability","Implementing projects jointly with other organizations; Sharing information with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations",NA,"Yes","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,"Sacramento Water Forum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sacramento Water Forum; City Of Sacramento; Sacramento County","Local Water Purveyors (Sacramento Area Focus); Friends Of The River; Sierra Club; Environmental Council Of Sacramento",NA
"178","R_67ElsQnJnRQGEmd","A major aspect of my work for less than a year","contra costa resource conservation district","Environmental Special District (e.g. Park district, open space district)","Scientific research; Project or program management","Contra Costa; Solano; Yolo","Very concerned","Very concerned","Ecosystem health; Environmental justice 
communities; Biodiversity","Implementing projects jointly with other organizations; Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Engaging in joint planning with other organizations; Sharing personnel with other organizations","Limited capacity to acquire funding; Limited capacity for community engagement; Insufficient financial resources","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States Environmental Protection Agency","California Department Of Water Resources","East Bay Regional Parks District; Solano Resource Conservation District; Yolo Resource Conservation District","River Partners; The Watershed Project; Friends Of Pinole Creek Watershed; Friends Of Marsh Creek Watershed; University Of California Davis","California Valley Miwok Tribe"
"179","R_67aQZpM8vZirl7z","A part of my work, with occasional involvement","lawrence berkeley national laboratory","Education/Consulting/Research","Policy advising/analysis; Technical advising/analysis; Planning and design; Scientific research; Project or program management",NA,"Very concerned","Very concerned","Environmental justice 
communities; Agricultural industry; Water suppply reliability","Implementing projects jointly with other organizations; Carrying out research projects jointly with other organizations; Sharing information with other organizations; Training personnel from other organizations; Publishing reports or other publicly available documents jointly with other organizations; Engaging in joint planning with other organizations; Organizing public meetings jointly with other organizations; Preparing grant/funding proposals jointly with other organizations","Adaptation is not my organization’s main focus; Lack of effective collaboration among interested parties; Unequal capacity of partners to participate in collaborative planning","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California Energy Commission; State Water Resources Control Board","Contra Costa Water District; San Francisco Public Utilities Commission; Sonoma County Water; East Bay Municipal Utility District","California Department Of Energy: Office Of Science; California Department Of Water Resources: Climate Team; Eagle Rock Analytics; University Of California Davis; University Of California Berkeley; University Of California Los Angeles; Scripps Institution Of Oceanography",NA
"180","R_67uE8o4ZYREs4RH","A part of my work, with occasional involvement","california department of food and agriculture","State government","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Project or program management; Outreach or communication",NA,"Somewhat concerned","Very concerned","Public health; Flood management; Water supply reliability","Implementing projects jointly with other organizations; Signing a formal agreement with another organization; Sharing information with other organizations; Training personnel from other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Sharing personnel with other organizations; Preparing grant/funding proposals jointly with other organizations; Preparing grant/funding proposals jointly with other organizations","Adaptation is not my organization’s main focus; Insufficient financial resources; Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
